,,,,,,CO2 (MtCO2) proximity mileage brackets (to top 20),,,,,,,,,,,,
2008Israel,Israel,Rest,2008,20.93008333,66.9228,737.4774,2094.2021,2313.2031,8922.0193,429.9224,2594.7278,5942.4229,869.9427,0,0,0,0,0
2008Italy,Italy,Top20,2008,13.88125,450.1817,1913.5874,804.8894,920.1856,1615.9137,9298.4015,6886.7649,2002.2916,0,394.9608,0,0,0,0
2008Ivory Coast,Ivory Coast,Rest,2008,26.75825,6.5395,6.5395,0,809.7348,3096.419,540.1678,7003.9835,9949.9997,0,2041.7293,394.9608,0,0,0
2008Jamaica,Jamaica,Rest,2008,26.6215,10.0627,10.0627,6039.668,377.7368,552.9985,873.9057,1554.0343,1906.4505,1350.108,8972.4231,1439.2974,394.9608,375.4118,0
2008Japan,Japan,Top20,2008,12.87491667,1151.8979,1666.3175,7306.1056,1991.3255,1439.2974,935.1286,2841.7583,6849.4028,0,429.9224,0,377.7368,0,0
2008Jordan,Jordan,Rest,2008,20.57275,20.8301,691.3847,2094.2021,2313.2031,8922.0193,429.9224,2041.7293,6495.4214,869.9427,0,0,0,0,0
2008Kazakhstan,Kazakhstan,Rest,2008,7.028916667,233.1492,233.1492,2446.6183,11553.3608,1666.3175,375.4118,552.9985,6389.5693,474.9819,377.7368,0,0,0,0
2008Kenya,Kenya,Rest,2008,24.64975,10.2306,10.2306,380.0178,1260.627,3352.8848,7820.4582,1991.3255,2439.0151,0,6117.6846,474.9819,0,0,0
2008Kiribati,Kiribati,Rest,2008,26.961,0.055,0.055,0,0,474.9819,7664.5433,514.4196,9297.4311,377.7368,3417.0557,1280.8863,809.9402,0,0
2008Kuwait,Kuwait,Rest,2008,26.26658333,73.25,1283.9724,0,3352.8848,9436.3719,1319.7538,1151.8979,947.9593,5942.4229,474.9819,0,0,0,0
2008Kyrgyzstan,Kyrgyzstan,Rest,2008,4.577583333,7.6182,7.6182,10901.4845,1495.3014,3644.9225,0,1377.8817,5564.6861,474.9819,377.7368,0,0,0,0
2008Laos,Laos,Rest,2008,23.63158333,0.9453,0.9453,9635.2344,2767.8116,1315.1464,600.864,2117.6128,982.9209,0,6039.668,0,377.7368,0,0
2008Latvia,Latvia,Rest,2008,7.681083333,8.0939,1111.9465,1614.6242,2536.0993,8745.403,2219.316,5564.6861,1658.0529,0,394.9608,0,0,0,0
2008Lebanon,Lebanon,Rest,2008,18.95716667,17.8878,688.4424,2453.7552,1953.65,8922.0193,944.342,2080.3082,5942.4229,869.9427,0,0,0,0,0
2008Lesotho,Lesotho,Rest,2008,14.42775,2.1251,432.0475,0,0,380.0178,2270.002,2666.736,8215.419,2130.3333,1151.8979,6592.6665,0,0,0
2008Liberia,Liberia,Rest,2008,26.29741667,0.5643,0.5643,0,809.7348,3096.419,540.1678,7003.9835,2643.8941,7306.1056,2041.7293,394.9608,0,0,0
2008Libya,Libya,Rest,2008,23.47433333,51.9209,51.9209,2584.142,1054.5204,1869.2198,1615.9137,8236.8409,7606.4154,474.9819,394.9608,0,0,0,0
2008Liechtenstein,Liechtenstein,Rest,2008,5.94225,0.0623,2428.0023,290.5368,920.1856,1615.9137,9298.4015,8513.6447,375.4118,0,0,394.9608,0,0,0
2008Lithuania,Lithuania,Rest,2008,8.175333333,12.9949,1116.8475,1614.6242,2536.0993,8745.403,1067.4181,7146.5064,1228.1305,0,394.9608,0,0,0,0
2008Luxembourg,Luxembourg,Rest,2008,10.12866667,11.1623,2439.1023,290.5368,920.1856,1615.9137,14863.0876,2948.9586,0,375.4118,0,394.9608,0,0,0
2008Macedonia,Macedonia,Rest,2008,11.92408333,9.588,1854.1591,1794.0913,0,3055.2111,7736.028,7784.0021,1228.1305,0,394.9608,0,0,0,0
2008Madagascar,Madagascar,Rest,2008,23.33225,1.887,1.887,429.9224,380.0178,1979.4652,1116.1303,9678.8247,2508.0701,1151.8979,0,6117.6846,474.9819,0,0
2008Malawi,Malawi,Rest,2008,21.8225,1.0552,1.0552,429.9224,380.0178,2270.002,1913.5874,8573.6068,2525.2941,1151.8979,6117.6846,474.9819,0,0,0
2008Malaysia,Malaysia,Rest,2008,26.25408333,202.46,577.8718,1439.2974,8215.486,3307.9794,670.5546,1190.4313,1667.4311,552.9985,0,6039.668,377.7368,0,0
2008Mali,Mali,Rest,2008,28.94991667,1.0699,1.0699,450.1817,2268.2951,1727.8448,0,9172.8957,7781.0875,1666.3175,375.4118,394.9608,0,0,0
2008Malta,Malta,Rest,2008,19.81816667,2.58,812.3148,1908.742,920.1856,1439.2974,9351.9417,7009.841,2002.2916,0,394.9608,0,0,0,0
2008Mauritania,Mauritania,Rest,2008,28.395,1.9346,1.9346,809.7348,1908.742,757.7546,970.0902,9647.8776,7306.1056,514.4196,1527.3097,0,394.9608,0,0
2008Mauritius,Mauritius,Rest,2008,24.189,3.47,3.47,0,429.9224,2359.483,8367.015,1913.5874,3796.5838,377.7368,0,552.9985,5564.6861,474.9819,0
2008Mexico,Mexico,Top20,2008,21.08525,474.9819,474.9819,5564.6861,552.9985,0,377.7368,1667.4311,3528.3205,8111.062,1315.1464,2244.6316,0,0,0
2008Moldova,Moldova,Rest,2008,10.74441667,7.7037,1852.2748,1794.0913,0,10361.3167,1067.4181,7146.5064,1228.1305,0,394.9608,0,0,0,0
2008Mongolia,Mongolia,Rest,2008,1.115583333,12.9956,7319.1012,3282.2312,1979.4652,2149.819,1324.0874,947.9593,5564.6861,904.9043,0,377.7368,0,0,0
2008Montenegro,Montenegro,Rest,2008,11.62766667,2.71,2206.8342,1434.5382,0,3055.2111,7859.1041,8038.6628,850.3937,0,394.9608,0,0,0,0
2008Morocco,Morocco,Rest,2008,18.38216667,49.7482,49.7482,2427.94,290.5368,920.1856,8541.2575,9220.3849,514.4196,1151.8979,375.4118,0,394.9608,0,0
2008Mozambique,Mozambique,Rest,2008,24.0305,2.3201,2.3201,429.9224,0,1210.7224,2559.3594,9367.1322,2010.8745,1666.3175,0,6592.6665,0,0,0
2008Namibia,Namibia,Rest,2008,21.02108333,2.92,432.8424,0,0,380.0178,2018.1762,3057.5026,8076.4782,1615.9137,8258.984,0,0,0,0
2008Nepal,Nepal,Rest,2008,15.40908333,3.0266,1442.324,7846.2734,3176.2997,1462.2251,2512.5736,429.9224,552.9985,5564.6861,474.9819,377.7368,0,0,0
2008Netherlands,Netherlands,Rest,2008,10.79458333,165.9967,2593.9367,290.5368,920.1856,1615.9137,14863.0876,2948.9586,0,375.4118,0,394.9608,0,0,0
2008New Zealand,New Zealand,Rest,2008,11.17166667,34.3755,34.3755,0,394.9608,0,375.4118,1151.8979,8295.5071,7811.6427,2168.9122,920.1856,290.5368,2427.94,0
2008Nicaragua,Nicaragua,Rest,2008,26.3885,4.4538,4.4538,6039.668,377.7368,552.9985,0,1667.4311,760.5089,2336.3729,2586.5031,9140.3638,375.4118,0,0
2008Niger,Niger,Rest,2008,27.90141667,0.8693,0.8693,450.1817,2648.3129,970.0902,1817.0342,8922.0193,6592.6665,2041.7293,394.9608,0,0,0,0
2008Nigeria,Nigeria,Rest,2008,27.32566667,92.4818,92.4818,0,2703.7372,1364.8476,1817.0342,1615.9137,13423.7902,2516.7112,394.9608,0,0,0,0
2008Niue,Niue,Rest,2008,25.61741667,0.0073,0.0073,0,0,394.9608,0,2516.7112,13423.7902,3432.9479,429.9224,1054.5204,2584.142,0,0
2008North Korea,North Korea,Rest,2008,8.299916667,73.575,1739.8925,8922.0193,375.4118,1439.2974,1916.0104,2670.6113,6039.668,0,429.9224,0,377.7368,0,0
2008Norway,Norway,Rest,2008,1.6425,37.102,1655.3072,1100.2716,2156.0815,933.0163,14824.5087,1626.8798,1183.071,0,394.9608,0,0,0,0
2008Oman,Oman,Rest,2008,27.75191667,40.0614,960.247,1729.8342,760.5089,10589.4504,2471.6517,0,947.9593,5942.4229,474.9819,0,0,0,0
2008Pakistan,Pakistan,Rest,2008,21.53516667,147.4085,2126.8737,380.0178,9522.8833,4159.3421,0,824.8832,552.9985,5564.6861,852.7187,0,0,0,0
2008Palau,Palau,Rest,2008,27.62575,0.2528,0.2528,1527.3097,8215.486,1439.2974,1615.9137,920.1856,1153.8625,8112.2213,474.9819,0,0,377.7368,0
2008Panama,Panama,Rest,2008,26.80066667,7.4497,7.4497,474.9819,5942.4229,552.9985,0,2117.6128,310.3272,2336.3729,2586.5031,9140.3638,0,375.4118,0
2008Papua New Guinea,Papua New Guinea,Rest,2008,24.77591667,4.7888,4.7888,394.9608,1527.3097,7820.5252,1439.2974,1615.9137,920.1856,1748.4396,7992.6261,0,377.7368,0,0
2008Paraguay,Paraguay,Rest,2008,23.81833333,4.3394,382.0762,0,0,0,6469.5904,0,2980.9385,670.5546,935.1286,3055.2111,375.4118,8972.4231,0
2008Peru,Peru,Rest,2008,20.22641667,39.1949,39.1949,377.7368,474.9819,5564.6861,552.9985,0,2857.8624,290.5368,2536.0993,1546.8587,9259.8226,375.4118,0
2008Philippines,Philippines,Rest,2008,26.87575,78.2041,78.2041,9347.8349,1834.2582,1615.9137,540.1678,670.5546,2980.9385,429.9224,6039.668,0,0,0,377.7368
2008Poland,Poland,Top20,2008,9.469166667,310.3272,2427.94,290.5368,920.1856,3055.2111,7859.1041,7660.926,1228.1305,0,394.9608,0,0,0,0
2008Portugal,Portugal,Rest,2008,15.27,56.1249,415.678,2068.3869,290.5368,920.1856,8111.3351,9650.3073,1666.3175,375.4118,0,0,394.9608,0,0
2008Qatar,Qatar,Rest,2008,27.86533333,55.422,975.6076,1729.8342,1554.0343,9795.925,1319.7538,1151.8979,947.9593,5942.4229,474.9819,0,0,0,0
2008Romania,Romania,Rest,2008,10.461,96.5628,1941.1339,1794.0913,0,3055.2111,7859.1041,7660.926,1228.1305,0,394.9608,0,0,0,0
2008Russia,Russia,Top20,2008,-3.305416667,1615.9137,1615.9137,7306.1056,1666.3175,5077.9598,928.4103,5564.6861,869.9427,429.9224,377.7368,0,0,0,0
2008Rwanda,Rwanda,Rest,2008,19.7305,0.5423,0.5423,0,1640.6448,3352.8848,514.3526,9675.1679,514.4196,2099.8572,6039.668,0,0,0,0
2008Saint Lucia,Saint Lucia,Rest,2008,27.20866667,0.3957,0.3957,0,6417.4048,552.9985,2117.6128,600.864,809.9402,2156.0815,10411.7205,0,0,770.3726,0
2008Samoa,Samoa,Rest,2008,26.67116667,0.1795,0.1795,0,0,394.9608,1151.8979,1364.8133,15039.7039,1817.0342,0,2968.3132,1100.2716,0,0
2008Saudi Arabia,Saudi Arabia,Top20,2008,26.47775,380.0178,920.1856,290.5368,3352.8848,9436.3719,1319.7538,1151.8979,947.9593,5942.4229,474.9819,0,0,0,0
2008Senegal,Senegal,Rest,2008,28.79608333,6.7552,6.7552,0,2117.6128,1788.541,540.1678,6592.6665,3055.2111,7306.1056,2041.7293,0,394.9608,0,0
2008Serbia,Serbia,Rest,2008,11.66633333,50.0411,2254.1653,1434.5382,0,3055.2111,7859.1041,7660.926,1228.1305,0,394.9608,0,0,0,0
2008Seychelles,Seychelles,Rest,2008,27.37683333,0.6925,0.6925,0,2789.4054,290.5368,9595.1048,3039.6467,1151.8979,377.7368,552.9985,5564.6861,474.9819,0,0
2008Sierra Leone,Sierra Leone,Rest,2008,26.97875,0.6632,0.6632,0,809.7348,3096.419,540.1678,6117.6846,3530.193,7306.1056,2041.7293,394.9608,0,0,0
2008Singapore,Singapore,Rest,2008,27.06766667,39.35,414.7618,0,9654.7834,1692.0657,1995.9315,1030.7864,2117.6128,0,552.9985,6039.668,377.7368,0,0
2008Slovakia,Slovakia,Rest,2008,9.397416667,37.5106,1951.098,804.8894,920.1856,3055.2111,7859.1041,7660.926,1228.1305,0,394.9608,0,0,0,0
2008Slovenia,Slovenia,Rest,2008,11.24791667,17.5584,1931.1458,804.8894,920.1856,3055.2111,7859.1041,8038.6628,850.3937,0,394.9608,0,0,0,0
2008Solomon Islands,Solomon Islands,Rest,2008,27.18391667,0.1869,0.1869,0,394.9608,2041.7293,7306.1056,3055.2111,1027.9804,6104.8539,1410.8042,2495.3496,0,0,0
2008Somalia,Somalia,Rest,2008,27.45133333,0.6009,0.6009,920.1856,2159.7566,1913.5874,9811.7837,514.4196,1924.5955,552.9985,5564.6861,474.9819,0,0,0
2008South Africa,South Africa,Top20,2008,17.95608333,429.9224,429.9224,0,0,0,1588.4592,3352.8848,8590.8308,1615.9137,7231.0036,1027.9804,0,0,0
2008South Korea,South Korea,Top20,2008,13.02791667,514.4196,1666.3175,7306.1056,1991.3255,1439.2974,1605.6832,2980.9385,5564.6861,474.9819,429.9224,0,377.7368,0,0
2008Spain,Spain,Rest,2008,14.2295,330.6627,1140.3975,1618.2052,290.5368,920.1856,9550.6325,8211.0099,1666.3175,375.4118,0,394.9608,0,0,0
2008Sri Lanka,Sri Lanka,Rest,2008,27.44116667,13.0177,1452.3151,0,8601.703,2420.8701,3530.8154,873.9057,0,552.9985,0,5942.4229,474.9819,0,0
2008Sudan,Sudan,Rest,2008,27.8415,14.4646,14.4646,670.5546,2453.7552,2383.5724,8922.0193,753.1486,1666.3175,6512.6454,474.9819,0,0,0,0
2008Suriname,Suriname,Rest,2008,26.9195,1.453,1.453,377.7368,0,6039.668,1877.0859,1533.775,670.5546,2156.0815,1439.2974,8972.4231,394.9608,375.4118,0
2008Swaziland,Swaziland,Rest,2008,19.42066667,1.0955,431.0179,0,0,380.0178,2720.1837,2216.5543,8215.419,2130.3333,1151.8979,6592.6665,0,0,0
2008Sweden,Sweden,Rest,2008,4.218,44.4019,1662.6071,1100.2716,2536.0993,9298.4015,7231.0036,474.9819,1183.071,0,394.9608,0,0,0,0
2008Switzerland,Switzerland,Rest,2008,8.109666667,45.0445,2472.9845,290.5368,920.1856,1615.9137,14863.0876,2948.9586,375.4118,0,0,394.9608,0,0,0
2008Syria,Syria,Rest,2008,19.16116667,64.2736,1274.996,1554.0343,2313.2031,8922.0193,944.342,2080.3082,5942.4229,869.9427,0,0,0,0,0
2008Tajikistan,Tajikistan,Rest,2008,5.174666667,3.0453,3.0453,9956.1254,2719.7663,3365.8167,0,1377.8817,0,5564.6861,852.7187,0,0,0,0
2008Tanzania,Tanzania,Rest,2008,22.70641667,6.2112,6.2112,429.9224,920.1856,2180.0159,1977.7583,9675.1679,909.3804,1151.8979,6117.6846,474.9819,0,0,0
2008Thailand,Thailand,Rest,2008,26.222,230.9435,230.9435,9120.8148,1666.3175,2931.0601,290.5368,2427.94,429.9224,552.9985,5564.6861,474.9819,377.7368,0,0
2008Togo,Togo,Rest,2008,27.46491667,1.7302,1.7302,0,1893.797,2552.5246,0,1439.2974,15514.6858,889.8314,1151.8979,394.9608,0,0,0
2008Tonga,Tonga,Rest,2008,23.84858333,0.1209,0.1209,0,0,394.9608,1527.3097,989.4015,13423.7902,3432.9479,429.9224,920.1856,2718.4768,0,0
2008Trinidad and Tobago,Trinidad and Tobago,Rest,2008,26.82666667,23.4834,23.4834,377.7368,6039.668,552.9985,2117.6128,310.3272,1100.477,2156.0815,2591.1953,7820.5252,0,770.3726,0
2008Tunisia,Tunisia,Rest,2008,21.20458333,25.2542,834.989,1908.742,920.1856,0,3485.1335,13801.527,2141.2994,375.4118,0,394.9608,0,0,0
2008Turkey,Turkey,Top20,2008,12.65783333,290.5368,290.5368,2833.773,1953.65,8922.0193,944.342,2080.3082,5942.4229,869.9427,0,0,0,0,0
2008Turkmenistan,Turkmenistan,Rest,2008,15.85808333,56.9493,597.1171,2109.852,10835.6067,1028.7722,1527.3097,982.9209,5959.6469,852.7187,0,0,0,0,0
2008Uganda,Uganda,Rest,2008,23.49625,3.1877,3.1877,380.0178,1260.627,3352.8848,514.3526,9675.1679,909.3804,1704.8964,6039.668,0,0,0,0
2008Ukraine,Ukraine,Rest,2008,9.55975,302.2243,1696.6137,2244.273,1615.9137,8745.403,1067.4181,7521.9182,852.7187,0,394.9608,0,0,0,0
2008United Arab Emirates,United Arab Emirates,Rest,2008,28.685,159.1894,1079.375,1729.8342,1554.0343,9795.925,2471.6517,0,947.9593,5942.4229,474.9819,0,0,0,0
2008United Kingdom,United Kingdom,Top20,2008,9.34825,514.3526,1977.7583,450.1817,290.5368,3089.0978,14310.0891,2519.0362,429.9224,375.4118,0,394.9608,0,0,0
2008United States of America,United States of America,Top20,2008,8.951416667,5564.6861,5564.6861,1027.9804,0,0,2045.1679,2376.4226,1956.8543,8226.2912,1869.2198,770.3726,0,0,0
2008Uruguay,Uruguay,Rest,2008,18.2805,7.7778,7.7778,377.7368,0,0,904.9043,5564.6861,1877.0859,1774.4072,935.1286,1439.2974,1991.3255,8458.0035,514.4196
2008Uzbekistan,Uzbekistan,Rest,2008,13.309,112.3703,652.5381,2109.852,10476.0536,2540.2232,375.4118,982.9209,5959.6469,474.9819,377.7368,0,0,0,0
2008Venezuela,Venezuela,Rest,2008,25.64825,181.2775,181.2775,377.7368,6039.668,0,1426.9042,1554.0343,720.4592,2536.0993,0,10411.7205,394.9608,0,375.4118
2008Vietnam,Vietnam,Rest,2008,23.784,121.98,121.98,9635.2344,1151.8979,2551.0423,670.5546,1554.0343,1303.8281,552.9985,5564.6861,474.9819,0,377.7368,0
2008Yemen,Yemen,Rest,2008,26.8075,22.3016,402.3194,830.7046,2199.8063,9403.4591,1991.3255,1666.3175,394.9608,930.7353,5564.6861,474.9819,0,0,0
2008Zambia,Zambia,Rest,2008,21.53583333,1.7885,1.7885,429.9224,380.0178,1280.8863,2902.7031,1267.5012,9316.9801,1666.3175,6117.6846,474.9819,0,0,0
2008Zimbabwe,Zimbabwe,Rest,2008,21.54558333,7.6479,437.5703,0,0,920.1856,3643.4216,1267.5012,9316.9801,514.4196,6716.584,1027.9804,0,0,0
2009Afghanistan,Afghanistan,Rest,2009,15.25775,6.7637,564.9576,2302.9734,9641.7243,3952.427,0,806.28,522.0435,5161.4282,816.1594,0,0,0,0
2009Albania,Albania,Rest,2009,13.84425,4.3233,2068.2394,1424.9484,0,3114.2683,8250.7152,7654.0855,852.3096,0,400.9866,0,0,0,0
2009Algeria,Algeria,Rest,2009,24.15433333,114.1401,114.1401,2244.7795,685.8911,558.1939,3876.0202,13528.8935,986.6084,1479.8565,0,400.9866,0,0,0
2009Andorra,Andorra,Rest,2009,12.56666667,0.5166,1946.1796,582.6856,960.5159,0,8797.74,9066.8746,1614.1553,392.6087,0,400.9866,0,0,0
2009Angola,Angola,Rest,2009,22.3165,27.3502,27.3502,405.2934,0,1645.7915,3816.6138,0,9735.2165,6089.3223,2068.9922,0,0,0,0
2009Argentina,Argentina,Rest,2009,15.53441667,175.1865,175.1865,356.4585,0,0,864.9943,5161.4282,522.0435,2645.7661,1244.085,2009.691,1497.186,9459.5771,0
2009Armenia,Armenia,Rest,2009,9.842083333,4.5045,846.2675,1840.3042,3921.0656,7845.4218,1614.1553,1319.9456,5161.4282,1217.146,0,0,0,0,0
2009Australia,Australia,Top20,2009,22.69058333,400.9866,400.9866,0,392.6087,0,11076.6594,0,2862.9953,283.5691,2419.7266,6324.684,0,0,0
2009Austria,Austria,Rest,2009,7.616,65.9956,2310.7751,283.5691,960.5159,3114.2683,8367.4653,7537.3354,852.3096,0,400.9866,0,0,0,0
2009Azerbaijan,Azerbaijan,Rest,2009,12.61166667,25.1612,866.9242,1840.3042,3921.0656,7845.4218,1614.1553,1319.9456,5161.4282,1217.146,0,0,0,0,0
2009Bahamas,Bahamas,Rest,2009,25.76916667,1.6378,1.6378,5621.1291,522.0435,356.4585,1543.9565,700.823,1780.7551,2979.9646,9462.5041,0,793.5953,0,0
2009Bahrain,Bahrain,Rest,2009,27.31033333,24.8181,985.334,1900.6514,1780.347,9807.0403,1324.8096,1087.2478,923.0301,5517.8867,459.7009,0,0,0,0
2009Bangladesh,Bangladesh,Rest,2009,25.90491667,50.0096,1667.0919,7845.4218,4464.4659,283.5691,2181.3336,869.7259,522.0435,0,5161.4282,816.1594,0,0,0
2009Barbados,Barbados,Rest,2009,27.32033333,1.6158,1.6158,356.4585,5621.1291,522.0435,1945.663,582.6856,807.6154,2055.3799,10549.7519,526.9075,0,793.5953,0
2009Belarus,Belarus,Rest,2009,7.196416667,58.0791,1094.3548,2050.2668,1899.508,9462.5041,2136.1988,5566.7216,1208.7681,0,400.9866,0,0,0,0
2009Belgium,Belgium,Rest,2009,10.6285,99.5162,2344.2957,283.5691,960.5159,1497.186,15145.9758,2835.6081,0,392.6087,0,400.9866,0,0,0
2009Belize,Belize,Rest,2009,25.90775,0.5862,0.5862,5621.1291,522.0435,356.4585,0,1945.663,1796.3025,1370.8169,9738.1386,2018.0689,392.6087,0,0
2009Benin,Benin,Rest,2009,28.15608333,4.8459,4.8459,0,2167.1216,1727.0363,356.4585,1617.0823,15485.7804,919.5162,1087.2478,400.9866,0,0,0
2009Bhutan,Bhutan,Rest,2009,13.11475,0.3884,9462.8925,0,4464.4659,582.6856,2346.6496,405.2934,522.0435,5161.4282,459.7009,356.4585,0,0,0
2009Bolivia,Bolivia,Rest,2009,21.37833333,13.8167,370.2752,0,0,459.7009,5161.4282,1269.7017,1902.4147,685.8911,558.1939,3515.2549,9459.5771,392.6087,0
2009Botswana,Botswana,Rest,2009,22.13975,4.71,410.0034,0,0,402.322,3202.9166,1857.1667,8639.0171,2024.0935,6248.676,981.7444,0,0,0
2009Brazil,Brazil,Top20,2009,25.60058333,356.4585,356.4585,0,0,0,6026.4225,2467.7065,582.6856,960.5159,1497.186,2018.0689,9459.5771,392.6087,0
2009Bulgaria,Bulgaria,Rest,2009,11.894,43.719,1765.2703,1767.3132,0,3114.2683,7845.4218,7702.9204,1208.7681,0,400.9866,0,0,0,0
2009Burkina Faso,Burkina Faso,Rest,2009,29.083,1.9309,1.9309,0,2528.3486,1722.2678,0,6778.5105,10324.3522,919.5162,1087.2478,400.9866,0,0,0
2009Burundi,Burundi,Rest,2009,20.76425,0.1905,0.1905,405.2934,1244.085,3397.4293,464.4325,10091.675,927.8941,1087.2478,6143.1726,0,0,0,0
2009Cambodia,Cambodia,Rest,2009,27.25275,4.8153,4.8153,9855.1128,1614.1553,2858.6885,283.5691,1437.9822,1212.0907,522.0435,5161.4282,459.7009,356.4585,0,0
2009Cameroon,Cameroon,Rest,2009,25.40733333,8.9155,8.9155,0,1835.2558,2058.9021,1973.5408,1497.186,13528.8935,2466.4649,400.9866,0,0,0,0
2009Canada,Canada,Top20,2009,-4.135083333,522.0435,522.0435,5161.4282,459.7009,464.4325,3277.533,10099.6047,960.5159,1617.0823,793.5953,405.2934,0,0,0
2009Cape Verde,Cape Verde,Rest,2009,24.59908333,0.524,0.524,0,1564.9623,1319.8448,6527.2375,981.7444,3114.2683,7845.4218,1614.1553,392.6087,400.9866,0,0
2009Central African Republic,Central African Republic,Rest,2009,26.51091667,0.2528,0.2528,402.322,1991.1277,3117.7905,0,9699.0663,919.5162,7171.7061,459.7009,0,0,0,0
2009Chad,Chad,Rest,2009,28.32425,0.491,0.491,1087.5976,2401.2669,2022.3757,0,9699.0663,6602.9879,1546.9487,400.9866,0,0,0,0
2009Chile,Chile,Rest,2009,9.994416667,66.1756,66.1756,356.4585,0,0,459.7009,5566.7216,522.0435,2346.6496,985.0076,950.8026,4201.5161,526.9075,7845.4218
2009China,China,Top20,2009,7.8095,7845.4218,7845.4218,4728.4236,950.8026,685.8911,2645.7661,522.0435,405.2934,5621.1291,0,0,356.4585,0,0
2009Colombia,Colombia,Rest,2009,25.61833333,64.6167,64.6167,0,5977.5876,522.0435,0,1945.663,704.4099,2183.0771,1645.4417,9989.4116,400.9866,392.6087,0
2009Comoros,Comoros,Rest,2009,26.59325,0.1319,0.1319,405.2934,402.322,2458.8453,2172.9557,8710.8409,3467.7998,0,522.0435,5161.4282,459.7009,0,0
2009Congo Dem Republic,Congo Dem Republic,Rest,2009,24.54166667,1.9708,1.9708,405.2934,402.322,2622.11,2081.5148,8201.8803,1889.7947,7698.6136,459.7009,0,0,0,0
2009Costa Rica,Costa Rica,Rest,2009,26.52291667,7.4079,7.4079,459.7009,5517.8867,522.0435,0,1543.9565,700.823,2186.0485,2574.6712,8246.4084,1617.0823,392.6087,0
2009Croatia,Croatia,Rest,2009,12.87508333,20.5146,1800.8616,748.0016,960.5159,3114.2683,8367.4653,7537.3354,852.3096,0,400.9866,0,0,0,0
2009Cuba,Cuba,Rest,2009,26.02233333,30.3039,30.3039,5621.1291,522.0435,356.4585,1543.9565,700.823,1780.7551,2453.0571,8372.3293,1617.0823,793.5953,0,0
2009Cyprus,Cyprus,Rest,2009,20.15733333,8.2365,291.8056,2740.8629,2081.5148,9342.6078,405.2934,2528.8075,5517.8867,860.6875,0,0,0,0,0
2009Czech Republic,Czech Republic,Rest,2009,8.965666667,110.9183,2355.6978,283.5691,960.5159,3114.2683,8367.4653,7180.8769,1208.7681,0,400.9866,0,0,0,0
2009Denmark,Denmark,Rest,2009,-16.78316667,47.8482,1890.9212,685.2756,960.5159,2019.2295,14623.9323,2073.8562,1154.3606,0,400.9866,0,0,0,0
2009Djibouti,Djibouti,Rest,2009,29.89675,0.4617,402.7837,841.763,2018.7888,2248.3664,9735.2165,526.9075,1844.6929,522.0435,5161.4282,459.7009,0,0,0
2009Dominica,Dominica,Rest,2009,26.9505,0.1319,0.1319,0,5977.5876,522.0435,2244.7795,283.5691,807.6154,2055.3799,11076.6594,0,0,793.5953,0
2009Dominican Republic,Dominican Republic,Rest,2009,26.42308333,20.2999,20.2999,5161.4282,816.1594,522.0435,1945.663,299.1165,1780.7551,1365.8093,9459.5771,1617.0823,400.9866,392.6087,0
2009Ecuador,Ecuador,Rest,2009,22.67716667,32.5642,32.5642,356.4585,5621.1291,0,522.0435,806.7973,1843.2756,283.5691,2457.7019,2015.1419,9462.5041,392.6087,0
2009Egypt,Egypt,Rest,2009,23.735,199.3308,885.2219,1996.1761,806.7973,2022.3757,9342.6078,919.5162,7127.178,860.6875,0,0,0,0,0
2009El Salvador,El Salvador,Rest,2009,25.78758333,6.6946,6.6946,5621.1291,0,878.502,0,1543.9565,700.823,3273.2963,9332.8452,2018.0689,392.6087,0,0
2009Equatorial Guinea,Equatorial Guinea,Rest,2009,25.83283333,5.4945,5.4945,0,1209.3219,2684.836,1973.5408,0,9342.6078,7062.6888,1488.2344,0,0,0,0
2009Eritrea,Eritrea,Rest,2009,28.09258333,0.472,402.794,841.763,3055.0645,1212.0907,9342.6078,919.5162,1844.6929,5683.4717,459.7009,0,0,0,0
2009Estonia,Estonia,Rest,2009,6.061833333,14.9212,1051.1969,1492.0729,2457.7019,9462.5041,2136.1988,5161.4282,1614.0615,0,400.9866,0,0,0,0
2009Ethiopia,Ethiopia,Rest,2009,24.27358333,6.8327,6.8327,960.5159,2707.6513,1843.073,9342.6078,919.5162,1844.6929,522.0435,5161.4282,459.7009,0,0,0
2009Fiji,Fiji,Rest,2009,25.22741667,0.7914,0.7914,0,400.9866,0,2006.764,0,15485.7804,1617.0823,1319.9458,1449.4401,1481.2305,0,0
2009Finland,Finland,Rest,2009,2.43925,54.024,1090.2997,1492.0729,2457.7019,9984.5476,6775.5835,459.7009,1154.3606,0,400.9866,0,0,0,0
2009France,France,Top20,2009,13.94166667,342.3648,2244.7795,283.5691,960.5159,1497.186,15145.9758,1748.3603,1087.2478,392.6087,0,400.9866,0,0,0
