,,,,,,CO2 (MtCO2) proximity mileage brackets (to top 20),,,,,,,,,,,,
1901Azerbaijan,Azerbaijan,Rest,1901,11.64791667,1.0766,2.0256,405.9712,597.662,0,0,29.9972,721.5259,14.8538,0,0,0,0,0
1901Bahamas,Bahamas,Rest,1901,24.37425,,,722.8376,23.8453,2.1031,861.2635,80.4138,48.509,3.9095,14.3959,0,13.6814,0,0
1901Bahrain,Bahrain,Rest,1901,26.20933333,,,15.3449,530.9759,458.2614,6.1519,0,35.2843,723.629,1.3117,0,0,0,0
1901Bangladesh,Bangladesh,Rest,1901,25.0585,,14.3959,0,49.8024,0.949,542.4149,414.6109,23.8453,0,721.5259,3.4148,0,0,0
1901Barbados,Barbados,Rest,1901,26.46225,,,2.1031,722.8376,23.8453,874.78,67.8463,3.9095,47.56,14.3959,0,0,13.6814,0
1901Belarus,Belarus,Rest,1901,6.258083333,2.08,394.5347,550.1716,47.56,14.3959,23.8453,725.4354,5.6572,0,11.439,0,0,0,0
1901Belgium,Belgium,Rest,1901,9.049583333,46.7087,988.386,0.949,0,47.56,759.7671,7.3243,0,2.2424,0,11.439,0,0,0
1901Belize,Belize,Rest,1901,23.93408333,,,722.8376,23.8453,2.1031,0,874.78,114.4573,0.949,3.9095,25.8349,2.2424,0,0
1901Benin,Benin,Rest,1901,26.93258333,,,0,465.0276,481.5082,2.1031,14.3959,794.2429,2.2424,0,11.439,0,0,0
1901Bhutan,Bhutan,Rest,1901,11.98375,,14.3959,0,49.8024,67.8463,886.219,3.9095,23.8453,721.5259,1.3117,2.1031,0,0,0
1901Bolivia,Bolivia,Rest,1901,20.99408333,,2.1031,0,0,1.3117,721.5259,152.7595,816.6726,0.949,0,73.3949,0,2.2424,0
1901Botswana,Botswana,Rest,1901,21.52233333,,3.9095,0,0,0,153.8661,805.2592,13.6814,47.56,721.5259,25.157,0,0,0
1901Brazil,Brazil,Top20,1901,24.77758333,2.1031,2.1031,0,0,0,726.7471,898.6253,67.8463,0,47.56,25.8349,0,2.2424,0
1901Bulgaria,Bulgaria,Rest,1901,10.496,0.2711,407.1913,535.7061,0,61.9559,0,749.2807,5.6572,0,11.439,0,0,0,0
1901Burkina Faso,Burkina Faso,Rest,1901,27.77908333,,,0,942.6263,6.0126,0,735.9218,72.717,2.2424,0,11.439,0,0,0
1901Burundi,Burundi,Rest,1901,20.57166667,,,3.9095,0.949,545.3718,410.7014,51.9055,11.439,0,746.6829,0,0,0,0
1901Cambodia,Cambodia,Rest,1901,26.47366667,,,16.6383,0,58.999,0.949,405.9712,539.6156,23.8453,721.5259,1.3117,2.1031,0,0
1901Cameroon,Cameroon,Rest,1901,24.44983333,,,0,143.3797,803.1561,16.499,47.56,745.3712,3.5541,11.439,0,0,0,0
1901Canada,Canada,Top20,1901,-5.05225,23.8453,23.8453,721.5259,1.3117,410.7014,578.5359,3.0521,0,14.3959,13.6814,3.9095,0,0,0
1901Cape Verde,Cape Verde,Rest,1901,24.21416667,,,0,551.3257,393.4037,725.4354,25.157,61.9559,0,0,2.2424,11.439,0,0
1901Central African Republic,Central African Republic,Rest,1901,25.80808333,,,0,143.3797,817.552,0,49.6631,2.2424,756.8102,1.3117,0,0,0,0
1901Chad,Chad,Rest,1901,27.3865,,,14.4655,928.1608,18.3054,0,49.6631,747.6136,1.3117,11.439,0,0,0,0
1901Chile,Chile,Rest,1901,9.476,1.5682,1.5682,2.1031,0,0,1.3117,725.4354,23.8453,886.219,67.8463,2.2424,61.9559,0,0
1901China,China,Top20,1901,6.5375,,0,61.9559,2.2424,0.949,953.1163,23.8453,3.9095,722.8376,0,0,2.1031,0,0
1901Colombia,Colombia,Rest,1901,24.55916667,,,0,724.9407,23.8453,0,874.78,70.8068,48.509,0,14.3959,11.439,2.2424,0
1901Comoros,Comoros,Rest,1901,25.40041667,,,3.9095,0,15.3449,533.2183,422.1404,49.6631,0,23.8453,721.5259,1.3117,0,0
1901Congo Dem Republic,Congo Dem Republic,Rest,1901,24.17,,,3.9095,0,531.9249,425.0973,2.1031,49.8024,756.8102,1.3117,0,0,0,0
1901Costa Rica,Costa Rica,Rest,1901,24.89,,,1.3117,723.629,23.8453,0,861.2635,80.4138,52.4185,0,11.439,14.3959,2.2424,0
1901Croatia,Croatia,Rest,1901,10.83475,0.1339,531.1098,411.6504,0,61.9559,23.8453,727.5385,3.5541,0,11.439,0,0,0,0
1901Cuba,Cuba,Rest,1901,24.75566667,,,722.8376,23.8453,2.1031,861.2635,80.4138,48.509,3.9095,0,14.3959,13.6814,0,0
1901Cyprus,Cyprus,Rest,1901,19.44433333,,0.949,530.9759,425.0973,47.56,3.9095,26.0877,723.629,12.7507,0,0,0,0,0
1901Czech Republic,Czech Republic,Rest,1901,7.14675,36.6968,978.3741,0.949,0,61.9559,23.8453,725.4354,5.6572,0,11.439,0,0,0,0
1901Denmark,Denmark,Rest,1901,-18.00175,5.3604,933.5212,14.4655,0,71.4053,735.9218,1.3117,8.255,0,11.439,0,0,0,0
1901Djibouti,Djibouti,Rest,1901,28.51341667,,,0.949,27.9124,932.0703,49.8024,0,13.5421,23.8453,721.5259,1.3117,0,0,0
1901Dominica,Dominica,Rest,1901,26.11425,,,0,724.9407,23.8453,941.6773,0.949,3.9095,47.56,14.3959,0,0,13.6814,0
1901Dominican Republic,Dominican Republic,Rest,1901,25.55475,,,721.5259,3.4148,23.8453,874.78,66.8973,48.509,3.9095,0,14.3959,11.439,2.2424,0
1901Ecuador,Ecuador,Rest,1901,21.49,,,2.1031,722.8376,0,23.8453,535.7061,409.8807,0.949,47.56,11.439,14.3959,2.2424,0
1901Egypt,Egypt,Rest,1901,23.18158333,,0.949,405.9712,535.7061,18.3054,47.56,2.2424,747.4743,12.7507,0,0,0,0,0
1901El Salvador,El Salvador,Rest,1901,24.13425,,,722.8376,0,25.9484,0,861.2635,80.4138,52.4185,0,25.8349,2.2424,0,0
1901Equatorial Guinea,Equatorial Guinea,Rest,1901,24.902,,,0,17.426,929.1098,16.499,0,47.56,748.9253,11.439,0,0,0,0
1901Eritrea,Eritrea,Rest,1901,26.61533333,,,0.949,420.3671,539.6156,47.56,2.2424,13.5421,745.3712,1.3117,0,0,0,0
1901Estonia,Estonia,Rest,1901,5.230166667,0.6296,393.0843,550.1716,47.56,14.3959,23.8453,721.5259,9.5667,0,11.439,0,0,0,0
1901Ethiopia,Ethiopia,Rest,1901,22.98066667,,,0,32.7709,928.1608,47.56,2.2424,13.5421,23.8453,721.5259,1.3117,0,0,0
1901Fiji,Fiji,Rest,1901,24.43616667,,,0,11.439,0,2.2424,0,794.2429,14.3959,6.0126,478.5477,464.0786,0,0
1901Finland,Finland,Rest,1901,1.594083333,0.4214,392.8761,550.1716,47.56,38.2412,721.5259,1.3117,8.255,0,11.439,0,0,0,0
1901France,France,Top20,1901,12.32841667,125.0047,941.6773,0.949,0,47.56,759.7671,7.3243,0,2.2424,0,11.439,0,0,0
1901Gabon,Gabon,Rest,1901,24.28658333,,,0,17.426,929.1098,16.499,0,47.56,748.9253,11.439,0,0,0,0
1901Gambia,Gambia,Rest,1901,27.55016667,,,0,874.78,73.8589,0,746.6829,61.9559,0,2.2424,0,11.439,0,0
1901Georgia,Georgia,Rest,1901,8.92875,0.5183,1.4673,405.9712,597.662,0,0,29.9972,721.5259,14.8538,0,0,0,0,0
1901Germany,Germany,Top20,1901,7.681083333,325.5574,941.6773,0.949,0,47.56,759.7671,7.3243,2.2424,0,11.439,0,0,0,0
1901Ghana,Ghana,Rest,1901,26.43316667,,,0,138.5212,810.1177,0,14.3959,794.2429,2.2424,0,11.439,0,0,0
1901Greece,Greece,Rest,1901,14.82941667,0.4177,81.7805,861.2635,0,61.9559,3.9095,747.4743,3.5541,0,11.439,0,0,0,0
1901Grenada,Grenada,Rest,1901,26.67191667,,,2.1031,722.8376,23.8453,874.78,66.8973,4.8585,47.56,14.3959,0,0,13.6814,0
1901Guatemala,Guatemala,Rest,1901,22.32666667,,1.3117,721.5259,23.8453,2.1031,0,861.2635,80.4138,48.509,3.9095,25.8349,2.2424,0,0
1901Guinea,Guinea,Rest,1901,25.39233333,,,0,138.5212,810.1177,0,759.7671,48.8717,0,2.2424,11.439,0,0,0
1901Guyana,Guyana,Rest,1901,26.0645,,,2.1031,0,722.8376,559.5514,409.8807,0.949,47.56,0,14.3959,11.439,2.2424,0
1901Haiti,Haiti,Rest,1901,26.18716667,,,722.8376,2.1031,23.8453,861.2635,80.4138,48.509,3.9095,0,14.3959,11.439,2.2424,0
1901Honduras,Honduras,Rest,1901,23.80558333,,,722.8376,0,25.9484,0,874.78,66.8973,52.4185,0,25.8349,2.2424,0,0
1901Hungary,Hungary,Rest,1901,9.386583333,9.618,541.5429,410.7014,0,61.9559,23.8453,725.4354,5.6572,0,11.439,0,0,0,0
1901Iceland,Iceland,Rest,1901,1.73325,,410.7014,517.4594,38.3108,769.0859,1.3117,16.499,3.9095,2.2424,0,11.439,0,0,0
1901India,India,Top20,1901,24.08425,14.3959,14.3959,0,3.1914,114.4573,886.219,3.9095,0,23.8453,721.5259,3.4148,0,0,0
1901Indonesia,Indonesia,Top20,1901,25.39241667,2.2424,2.2424,0,25.8349,0,47.56,0.949,409.8807,535.7061,23.8453,722.8376,0,2.1031,0
1901Iran,Iran,Top20,1901,17.89358333,,0,15.3449,530.9759,458.2614,6.1519,0,35.2843,723.629,1.3117,0,0,0,0
1901Iraq,Iraq,Rest,1901,22.73966667,,0.949,80.4138,875.6594,47.56,3.9095,2.2424,745.3712,14.8538,0,0,0,0,0
1901Ireland,Ireland,Rest,1901,9.119166667,,861.2635,80.4138,0.949,71.4053,735.9218,3.4148,3.9095,2.2424,0,11.439,0,0,0
1901Israel,Israel,Rest,1901,20.34391667,,0.949,405.9712,550.102,47.56,3.9095,26.0877,723.629,12.7507,0,0,0,0,0
1901Italy,Italy,Top20,1901,12.20558333,13.5165,530.9759,411.6504,0,47.56,38.2412,727.5385,3.5541,0,11.439,0,0,0,0
1901Ivory Coast,Ivory Coast,Rest,1901,25.75583333,,,0,138.5212,810.1177,0,735.9218,72.717,0,2.2424,11.439,0,0,0
1901Jamaica,Jamaica,Rest,1901,25.60241667,,,722.8376,2.1031,23.8453,535.7061,405.9712,48.509,3.9095,0,14.3959,11.439,2.2424,0
1901Japan,Japan,Top20,1901,11.68016667,,0,0,49.8024,14.3959,11.439,827.9504,861.3588,0,3.9095,0,2.1031,0,0
1901Jordan,Jordan,Rest,1901,20.11358333,,0.949,405.9712,550.102,47.56,3.9095,2.2424,747.4743,12.7507,0,0,0,0,0
1901Kazakhstan,Kazakhstan,Rest,1901,5.188666667,5.6488,5.6488,48.509,956.0732,0,2.2424,23.8453,736.8744,1.3117,2.1031,0,0,0,0
1901Kenya,Kenya,Rest,1901,24.294,,,0,4.8585,545.3718,410.7014,49.8024,13.5421,0,745.3712,1.3117,0,0,0
1901Kiribati,Kiribati,Rest,1901,26.45808333,,,0,0,1.3117,756.8102,0,49.8024,2.1031,942.5567,14.4655,3.9095,0,0
1901Kuwait,Kuwait,Rest,1901,25.79116667,,0.949,0,545.3718,458.2614,6.1519,0,35.2843,723.629,1.3117,0,0,0,0
1901Kyrgyzstan,Kyrgyzstan,Rest,1901,2.800916667,0.358,0.358,61.9559,67.8463,877.0224,0,39.1938,721.5259,1.3117,2.1031,0,0,0,0
1901Laos,Laos,Rest,1901,23.47216667,,,16.6383,47.56,11.439,67.8463,874.78,27.7548,0,722.8376,0,2.1031,0,0
1901Latvia,Latvia,Rest,1901,5.729,0.3531,392.8078,550.1716,47.56,14.3959,23.8453,721.5259,9.5667,0,11.439,0,0,0,0
1901Lebanon,Lebanon,Rest,1901,18.38808333,,0.949,530.9759,425.0973,47.56,3.9095,26.0877,723.629,12.7507,0,0,0,0,0
1901Lesotho,Lesotho,Rest,1901,13.32358333,,3.9095,0,0,0,15.3449,535.3214,422.1404,47.56,0,746.6829,0,0,0
1901Liberia,Liberia,Rest,1901,25.28408333,,,0,138.5212,810.1177,0,735.9218,72.717,0,2.2424,11.439,0,0,0
1901Libya,Libya,Rest,1901,22.34525,,,531.9249,410.7014,18.3054,47.56,25.9484,723.7683,1.3117,11.439,0,0,0,0
1901Liechtenstein,Liechtenstein,Rest,1901,4.00925,,941.6773,0.949,0,47.56,38.2412,728.8502,2.2424,0,0,11.439,0,0,0
1901Lithuania,Lithuania,Rest,1901,6.26875,0.569,393.0237,550.1716,47.56,14.3959,23.8453,725.4354,5.6572,0,11.439,0,0,0,0
1901Luxembourg,Luxembourg,Rest,1901,8.6565,,941.6773,0.949,0,47.56,759.7671,7.3243,0,2.2424,0,11.439,0,0,0
1901Macedonia,Macedonia,Rest,1901,10.29083333,0.0728,406.993,535.7061,0,61.9559,3.9095,745.3712,5.6572,0,11.439,0,0,0,0
1901Madagascar,Madagascar,Rest,1901,22.68891667,,,3.9095,0,14.3959,16.7079,939.5998,49.6631,0,0,745.3712,1.3117,0,0
1901Malawi,Malawi,Rest,1901,21.13633333,,,3.9095,0,15.3449,530.9759,415.0469,58.999,0,745.3712,1.3117,0,0,0
1901Malaysia,Malaysia,Rest,1901,25.48058333,0.0476,2.29,14.3959,11.439,47.56,0.949,84.3233,861.2635,23.8453,0,722.8376,2.1031,0,0
1901Mali,Mali,Rest,1901,28.14333333,,,13.5165,929.1098,6.0126,0,807.3271,1.3117,0,2.2424,11.439,0,0,0
1901Malta,Malta,Rest,1901,18.40025,,138.5212,804.1051,0,14.3959,51.4695,747.4743,3.5541,0,11.439,0,0,0,0
1901Mauritania,Mauritania,Rest,1901,27.52391667,,,138.5212,804.1051,2.1031,3.9095,808.6388,0,0,2.2424,0,11.439,0,0
1901Mauritius,Mauritius,Rest,1901,23.52016667,,,0,3.9095,14.3959,14.6304,530.9759,458.2614,2.1031,0,23.8453,721.5259,1.3117,0
1901Mexico,Mexico,Top20,1901,20.28525,1.3117,1.3117,721.5259,23.8453,0,2.1031,861.2635,127.9738,0.949,11.439,20.5478,0,0,0
1901Moldova,Moldova,Rest,1901,9.021083333,0.521,407.4412,535.7061,0,61.9559,23.8453,725.4354,5.6572,0,11.439,0,0,0,0
1901Mongolia,Mongolia,Rest,1901,-0.805833333,,,47.56,14.3959,395.6461,549.2226,35.2843,721.5259,5.2212,0,2.1031,0,0,0
1901Montenegro,Montenegro,Rest,1901,9.935166667,,531.9249,410.7014,0,61.9559,23.8453,727.5385,3.5541,0,11.439,0,0,0,0
1901Morocco,Morocco,Rest,1901,17.47191667,,,941.6773,0.949,0,798.9438,15.7076,0,0,2.2424,0,11.439,0,0
1901Mozambique,Mozambique,Rest,1901,23.19991667,,,3.9095,0,0.949,219.8144,740.6043,58.999,0,0,746.6829,0,0,0
1901Namibia,Namibia,Rest,1901,20.35783333,,3.9095,0,0,0,141.5733,817.552,13.6814,47.56,746.6829,0,0,0,0
1901Nepal,Nepal,Rest,1901,15.01791667,,14.3959,0,50.7514,66.8973,886.219,3.9095,23.8453,721.5259,1.3117,2.1031,0,0,0
1901Netherlands,Netherlands,Rest,1901,9.17025,14.3116,955.9889,0.949,0,47.56,759.7671,7.3243,0,2.2424,0,11.439,0,0,0
1901New Zealand,New Zealand,Rest,1901,9.703916667,2.7407,2.7407,0,11.439,0,2.2424,0,1.3117,741.9344,71.4053,0,0.949,941.6773,0
1901Nicaragua,Nicaragua,Rest,1901,25.14316667,,,722.8376,2.1031,23.8453,0,861.2635,80.4138,52.4185,0,25.8349,2.2424,0,0
1901Niger,Niger,Rest,1901,27.23833333,,,13.5165,929.1098,3.9095,16.499,47.56,746.6829,2.2424,11.439,0,0,0,0
1901Nigeria,Nigeria,Rest,1901,26.54741667,,,0,468.9371,477.5987,16.499,47.56,745.3712,3.5541,11.439,0,0,0,0
1901Niue,Niue,Rest,1901,24.53933333,,,0,0,11.439,0,3.5541,745.3712,64.059,3.9095,410.7014,531.9249,0,0
1901North Korea,North Korea,Rest,1901,6.548916667,,,47.56,2.2424,14.3959,79.2853,898.6253,722.8376,0,3.9095,0,2.1031,0,0
1901Norway,Norway,Rest,1901,0.347166667,3.8912,807.0473,139.4702,47.56,23.8453,735.9218,1.3117,8.255,0,11.439,0,0,0,0
1901Oman,Oman,Rest,1901,26.62266667,,,15.3449,80.4138,908.8235,6.1519,0,35.2843,723.629,1.3117,0,0,0,0
1901Pakistan,Pakistan,Rest,1901,20.51408333,,14.3959,0,115.4063,877.0224,0,15.3485,23.8453,721.5259,3.4148,0,0,0,0
1901Palau,Palau,Rest,1901,27.30666667,,,2.2424,11.439,14.3959,47.56,0,91.6916,1600.2154,1.3117,0,0,2.1031,0
1901Panama,Panama,Rest,1901,25.74158333,,,1.3117,723.629,23.8453,0,874.78,66.8973,52.4185,0,25.8349,0,2.2424,0
1901Papua New Guinea,Papua New Guinea,Rest,1901,24.32416667,,,11.439,2.2424,0,14.3959,47.56,0,30.0155,1663.2032,0,2.1031,0,0
1901Paraguay,Paraguay,Rest,1901,23.41316667,,2.1031,0,0,0,726.7471,0,965.5226,0.949,11.439,61.9559,2.2424,0,0
1901Peru,Peru,Rest,1901,19.71475,0.2418,0.2418,2.1031,1.3117,721.5259,23.8453,0,945.5868,0.949,47.56,11.439,14.3959,2.2424,0
1901Philippines,Philippines,Rest,1901,26.05816667,,,2.2424,25.8349,47.56,0,0.949,965.5226,3.9095,722.8376,0,0,0,2.1031
1901Poland,Poland,Top20,1901,7.406916667,66.8973,941.6773,0.949,0,61.9559,23.8453,725.4354,5.6572,0,11.439,0,0,0,0
1901Portugal,Portugal,Rest,1901,14.35133333,2.3889,127.3936,816.6726,0.949,0,795.0343,19.6171,0,2.2424,0,0,11.439,0,0
1901Qatar,Qatar,Rest,1901,26.93808333,,,15.3449,405.9712,583.2661,6.1519,0,35.2843,723.629,1.3117,0,0,0,0
1901Romania,Romania,Rest,1901,8.659833333,1.5975,408.5177,535.7061,0,61.9559,23.8453,725.4354,5.6572,0,11.439,0,0,0,0
1901Russia,Russia,Top20,1901,-5.460083333,47.56,47.56,0,0,957.0222,26.0877,721.5259,12.7507,3.9095,2.1031,0,0,0,0
1901Rwanda,Rwanda,Rest,1901,19.87675,,,0,4.8585,545.3718,410.7014,51.9055,0,35.2843,722.8376,0,0,0,0
1901Saint Lucia,Saint Lucia,Rest,1901,26.60933333,,,0,724.9407,23.8453,874.78,67.8463,3.9095,47.56,14.3959,0,0,13.6814,0
1901Samoa,Samoa,Rest,1901,25.86158333,,,0,0,11.439,0,3.5541,792.9312,16.499,0,807.0656,139.4702,0,0
1901Saudi Arabia,Saudi Arabia,Top20,1901,25.75975,,0,0.949,545.3718,458.2614,6.1519,0,35.2843,723.629,1.3117,0,0,0,0
1901Senegal,Senegal,Rest,1901,27.97091667,,,0,874.78,73.8589,0,746.6829,61.9559,0,2.2424,0,11.439,0,0
1901Serbia,Serbia,Rest,1901,9.71425,0.4195,532.3444,410.7014,0,61.9559,23.8453,725.4354,5.6572,0,11.439,0,0,0,0
1901Seychelles,Seychelles,Rest,1901,26.13775,,,0,18.3054,0.949,533.2183,469.7004,0,2.1031,23.8453,721.5259,1.3117,0,0
1901Sierra Leone,Sierra Leone,Rest,1901,25.98583333,,,0,138.5212,810.1177,0,745.3712,63.2676,0,2.2424,11.439,0,0,0
1901Singapore,Singapore,Rest,1901,26.05683333,,2.2424,0,25.8349,0,47.56,71.7558,874.78,0,23.8453,722.8376,2.1031,0,0
1901Slovakia,Slovakia,Rest,1901,7.24775,9.869,540.8449,411.6504,0,61.9559,23.8453,725.4354,5.6572,0,11.439,0,0,0,0
1901Slovenia,Slovenia,Rest,1901,9.04025,0.1121,531.088,411.6504,0,61.9559,23.8453,727.5385,3.5541,0,11.439,0,0,0,0
1901Solomon Islands,Solomon Islands,Rest,1901,26.50241667,,,0,11.439,2.2424,0,61.9559,25.157,721.5259,71.7558,876.8831,0,0,0
1901Somalia,Somalia,Rest,1901,26.48516667,,,0,19.2544,530.9759,460.5038,0,13.5421,23.8453,721.5259,1.3117,0,0,0
1901South Africa,South Africa,Top20,1901,16.90916667,3.9095,3.9095,0,0,0,3.0521,545.3718,424.3828,47.56,721.5259,25.157,0,0,0
1901South Korea,South Korea,Top20,1901,11.296,,0,0,49.8024,14.3959,12.388,965.5226,721.5259,1.3117,3.9095,0,2.1031,0,0
1901Spain,Spain,Rest,1901,13.08741667,11.8054,150.3266,803.1561,0.949,0,809.4302,5.2212,0,2.2424,0,11.439,0,0,0
1901Sri Lanka,Sri Lanka,Rest,1901,27.148,,14.3959,0,2.2424,48.509,421.3197,535.7061,0,23.8453,0,723.629,1.3117,0,0
1901Sudan,Sudan,Rest,1901,27.63383333,,,0.949,530.9759,429.0068,47.56,4.3455,0,756.8102,1.3117,0,0,0,0
1901Suriname,Suriname,Rest,1901,26.38491667,,,2.1031,0,722.8376,573.0679,396.3642,0.949,47.56,14.3959,0,11.439,2.2424,0
1901Swaziland,Swaziland,Rest,1901,18.32,,3.9095,0,0,0,28.8614,521.8049,422.1404,47.56,0,746.6829,0,0,0
1901Sweden,Sweden,Rest,1901,2.772,8.5225,811.6786,139.4702,47.56,38.2412,721.5259,1.3117,8.255,0,11.439,0,0,0,0
1901Switzerland,Switzerland,Rest,1901,6.29425,5.1846,946.8619,0.949,0,47.56,759.7671,7.3243,2.2424,0,0,11.439,0,0,0
1901Syria,Syria,Rest,1901,18.87591667,,0.949,405.9712,550.102,47.56,3.9095,26.0877,723.629,12.7507,0,0,0,0,0
1901Tajikistan,Tajikistan,Rest,1901,3.806083333,0.1805,0.1805,15.3449,440.0147,551.465,0,39.1938,0,721.5259,3.4148,0,0,0,0
1901Tanzania,Tanzania,Rest,1901,22.31383333,,,3.9095,0,28.8614,928.1608,51.9055,11.439,0,745.3712,1.3117,0,0,0
1901Thailand,Thailand,Rest,1901,26.05566667,,,16.6383,0,58.999,0.949,941.6773,3.9095,23.8453,721.5259,1.3117,2.1031,0,0
1901Togo,Togo,Rest,1901,26.62016667,,,0,465.0276,483.6113,0,14.3959,794.2429,2.2424,0,11.439,0,0,0
1901Tonga,Tonga,Rest,1901,22.68708333,,,0,0,11.439,2.2424,1.3117,745.3712,64.059,3.9095,0,942.6263,0,0
1901Trinidad and Tobago,Trinidad and Tobago,Rest,1901,26.07033333,,,2.1031,722.8376,23.8453,874.78,66.8973,4.8585,47.56,14.3959,0,0,13.6814,0
1901Tunisia,Tunisia,Rest,1901,19.70366667,,138.5212,804.1051,0,0,65.8654,747.4743,1.3117,2.2424,0,11.439,0,0,0
1901Turkey,Turkey,Top20,1901,12.39241667,0.949,0.949,530.9759,425.0973,47.56,3.9095,26.0877,723.629,12.7507,0,0,0,0,0
1901Turkmenistan,Turkmenistan,Rest,1901,14.98066667,0.8316,0.8316,15.3449,578.5359,410.7014,2.2424,27.7548,732.9649,3.4148,0,0,0,0,0
1901Uganda,Uganda,Rest,1901,23.83416667,,,0,4.8585,545.3718,410.7014,51.9055,11.439,23.8453,722.8376,0,0,0,0
1901Ukraine,Ukraine,Rest,1901,8.187416667,13.8386,407.2423,549.2226,47.56,14.3959,23.8453,727.6778,3.4148,0,11.439,0,0,0,0
1901United Arab Emirates,United Arab Emirates,Rest,1901,27.63625,,,15.3449,405.9712,583.2661,6.1519,0,35.2843,723.629,1.3117,0,0,0,0
1901United Kingdom,United Kingdom,Top20,1901,8.379166667,410.7014,928.1608,13.5165,0.949,71.4053,735.9218,3.4148,3.9095,2.2424,0,11.439,0,0,0
1901United States of America,United States of America,Top20,1901,8.494916667,721.5259,721.5259,25.157,0,0,863.3666,127.9738,0.949,0,18.3054,13.6814,0,0,0
1901Uruguay,Uruguay,Rest,1901,17.04033333,,,2.1031,0,0,5.2212,721.5259,573.0679,393.4037,11.439,14.3959,49.8024,0,0
1901Uzbekistan,Uzbekistan,Rest,1901,12.29791667,2.7751,2.7751,15.3449,453.5312,535.7061,2.2424,27.7548,732.9649,1.3117,2.1031,0,0,0,0
1901Venezuela,Venezuela,Rest,1901,25.00841667,,,2.1031,722.8376,0,559.5514,405.9712,4.8585,47.56,0,14.3959,11.439,0,2.2424
1901Vietnam,Vietnam,Rest,1901,23.43691667,0.502,0.502,16.6383,0,58.999,0.949,405.9712,539.6156,23.8453,721.5259,1.3117,0,2.1031,0
1901Yemen,Yemen,Rest,1901,25.85183333,,,0.949,94.8097,865.173,49.8024,0,11.439,25.9484,721.5259,1.3117,0,0,0
1901Zambia,Zambia,Rest,1901,21.05616667,,,3.9095,0,14.4655,531.8553,415.0469,58.999,0,745.3712,1.3117,0,0,0
1901Zimbabwe,Zimbabwe,Rest,1901,20.67525,,3.9095,0,0,0,546.3208,415.0469,58.999,0,721.5259,25.157,0,0,0
1902Afghanistan,Afghanistan,Rest,1902,14.50583333,,,16.9277,111.521,880.0452,0,17.2172,25.648,764.4936,3.9315,0,0,0,0
1902Albania,Albania,Rest,1902,12.48266667,,518.4047,426.6398,0,61.8152,5.9211,792.6478,2.9642,0,11.3914,0,0,0,0
1902Algeria,Algeria,Rest,1902,23.05241667,0,,943.9966,1.0479,0,70.1472,790.2369,1.4253,1.5389,0,11.3914,0,0,0
1902Andorra,Andorra,Rest,1902,10.95741667,,878.5063,66.5382,0,0,851.9568,9.8526,0,1.5389,0,11.3914,0,0,0
1902Angola,Angola,Rest,1902,21.63575,,,5.8258,0,16.063,947.3675,0,47.5696,775.885,27.0733,0,0,0,0
1902Argentina,Argentina,Rest,1902,14.62116667,2.814,2.814,2.5062,0,0,7.2511,764.4936,25.648,955.388,1.0479,17.4187,45.9354,0.0953,0
1902Armenia,Armenia,Rest,1902,8.504166667,0.2796,1.3275,399.6911,606.1207,0.0953,0,33.0127,764.4936,15.3229,0,0,0,0,0
1902Australia,Australia,Top20,1902,21.59791667,11.3914,11.3914,0,1.5389,0,15.9751,0,51.7612,1.0479,426.7644,1311.3053,0,0,0
1902Austria,Austria,Rest,1902,5.577,25.6553,969.6519,1.0479,0,61.8152,25.7433,772.8256,2.9642,0,11.3914,0,0,0,0
1902Azerbaijan,Azerbaijan,Rest,1902,11.00491667,1.0399,2.0878,399.6911,606.1207,0.0953,0,33.0127,764.4936,15.3229,0,0,0,0,0
1902Bahamas,Bahamas,Rest,1902,24.76666667,,,765.9189,25.648,2.5062,863.4912,80.5054,46.9833,5.8258,15.9751,0,12.9303,0,0
1902Bahrain,Bahrain,Rest,1902,25.99375,,,16.9277,517.3568,472.6705,7.3647,0,37.0394,766.9998,1.4253,0,0,0,0
1902Bangladesh,Bangladesh,Rest,1902,24.74633333,,15.8798,0.0953,47.4743,1.0479,528.7482,432.4656,25.648,0,764.4936,3.9315,0,0,0
1902Barbados,Barbados,Rest,1902,26.36666667,,,2.5062,765.9189,25.648,878.5063,66.5382,5.8258,45.9354,15.9751,0,0,12.9303,0
1902Belarus,Belarus,Rest,1902,4.307666667,2.0089,386.6849,560.3685,45.9354,15.9751,25.648,770.3194,5.4704,0,11.3914,0,0,0,0
1902Belgium,Belgium,Rest,1902,8.818833333,48.8558,992.8524,1.0479,0,45.9354,806.1167,9.7573,0,1.5389,0,11.3914,0,0,0
1902Belize,Belize,Rest,1902,24.80266667,,,765.9189,25.648,2.5062,0,878.5063,111.4257,1.0479,5.9211,27.2712,1.5389,0,0
1902Benin,Benin,Rest,1902,26.74233333,,,0,452.9144,497.9559,2.5062,15.8798,837.5976,1.5389,0,11.3914,0,0,0
1902Bhutan,Bhutan,Rest,1902,11.5685,,15.9751,0,47.4743,66.5382,889.8977,5.8258,25.648,764.4936,1.4253,2.5062,0,0,0
1902Bolivia,Bolivia,Rest,1902,20.91083333,,2.5062,0,0,1.4253,764.4936,149.1395,826.3309,1.0479,0,73.2066,0.0953,1.5389,0
