,,,,,,CO2 (MtCO2) proximity mileage brackets (to top 20),,,,,,,,,,,,,,,,,,,,,
Key,Country,Group,Year,Ave Temperature,CO2 (MtCO2),1000,2000,3000,4000,5000,6000,7000,8000,9000,10000,11000,12000,13000,Population,GDP-USD (M US$ (2010)),Smoking Rate,Fertility Rate,Electricity production from Fossil Fuel,Electricity from Nuclear,Govt spend on education as % of GDP,Forest area (sq km),Passenger Road Transport M per km
1960Mozambique,Mozambique,Rest,1960,23.54325,1.8833,1.8833,97.8581,0,44.1659,700.3516,2245.6913,979.7032,245.1289,0,3101.9241,0,0,0,7388695,27831.92798,,6.954,,,,,
1960Namibia,Namibia,Rest,1960,20.73566667,,97.8581,0,0,2.6747,468.0798,1717.9763,889.6082,891.573,3347.053,0,0,0,0,602544,,,6.149,,,,,
1960Nepal,Nepal,Rest,1960,15.31458333,0.0806,120.5639,804.772,944.9831,432.1944,1866.2841,97.8581,189.5314,2858.0153,54.3774,46.324,0,0,0,10063011,39913.31551,,5.959,,,,,
1960Netherlands,Netherlands,Rest,1960,10.02466667,73.4449,2051.2025,16.8068,27.3591,891.573,3948.1176,443.6884,0,21.3904,0,88.1302,0,0,0,11486631,,,3.12,100,,,,
1960New Zealand,New Zealand,Rest,1960,10.55466667,11.5343,11.5343,0,88.1302,0,21.3904,232.5907,847.0032,3122.6807,1081.1044,27.3591,16.8068,1977.7576,0,2371800,,,4.03,14.41673832,,,,
1960Nicaragua,Nicaragua,Rest,1960,26.22708333,0.5313,0.5313,2912.3927,46.324,189.5314,0,1668.8861,308.8715,1006.2379,272.488,988.7011,21.3904,0,0,1774699,,,7.336,,,,,
1960Niger,Niger,Rest,1960,27.6115,0.0293,0.0293,109.2678,1887.9713,122.5425,166.8073,1671.6606,3101.9241,266.5193,88.1302,0,0,0,0,3388764,972.8550683,,7.454,,,,,
1960Nigeria,Nigeria,Rest,1960,26.81741667,3.4075,3.4075,0,1311.6717,808.1099,166.8073,891.573,3827.6343,320.8967,88.1302,0,0,0,0,45137812,,,6.354,,,,,
1960Norway,Norway,Rest,1960,0.58,13.0915,1610.5845,397.0714,916.2574,192.2061,3771.1244,286.9681,165.5725,0,88.1302,0,0,0,0,3581239,,,2.85,0.699656532,,,,
1960Oman,Oman,Rest,1960,26.94283333,,27.3591,137.2901,308.8715,3340.5467,364.3774,0,277.6616,2904.3393,54.3774,0,0,0,0,551740,,,7.247,,,,,
1960Pakistan,Pakistan,Rest,1960,20.73133333,11.8559,157.0236,2.6747,1888.0711,2044.6732,0,185.9883,189.5314,2858.0153,100.7014,0,0,0,0,44908293,3461.220772,,6.6,,,,,
1960Palau,Palau,Rest,1960,27.45766667,,,253.9811,880.756,120.4833,891.573,27.3591,405.9419,4734.0273,54.3774,0,0,46.324,0,9642,,,,,,,,
1960Panama,Panama,Rest,1960,26.49466667,0.9966,0.9966,54.3774,2904.3393,189.5314,0,1778.1539,199.6037,1006.2379,272.488,988.7011,0,21.3904,0,1132921,117.9960155,,5.87,,,,,
1960Papua New Guinea,Papua New Guinea,Rest,1960,24.46083333,0.1795,0.1795,88.1302,253.9811,792.6258,120.4833,891.573,27.3591,358.5737,4835.7729,0,46.324,0,0,2010677,864.3355699,,6.275,,,,,
1960Paraguay,Paraguay,Rest,1960,23.07283333,0.3041,46.6281,0,0,0,3010.2508,0,2167.289,19.4815,112.8146,1012.0563,21.3904,1025.2165,0,1902875,5580.564723,,6.5,,,,,
1960Peru,Peru,Rest,1960,19.96925,8.1707,8.1707,46.324,54.3774,2858.0153,189.5314,0,2075.6157,16.8068,918.9321,320.7209,913.1091,21.3904,0,10061515,,,6.971,,,,,
1960Philippines,Philippines,Rest,1960,26.8445,8.3283,8.3283,1046.6069,208.6135,891.573,24.6844,19.4815,2167.289,97.8581,2912.3927,0,0,0,46.324,26273025,,,7.148,,,,,
1960Poland,Poland,Top20,1960,7.877166667,199.6037,1977.7576,16.8068,27.3591,1012.0563,969.619,3201.0023,122.0918,0,88.1302,0,0,0,0,29637450,,,2.98,97.80069667,,,,
1960Portugal,Portugal,Rest,1960,14.822,8.2184,279.2152,1706.7608,16.8068,27.3591,3985.4437,1052.8064,245.1289,21.3904,0,0,88.1302,0,0,8857716,,,3.16,3.537663922,,,,
1960Qatar,Qatar,Rest,1960,27.04591667,0.1759,27.535,137.2901,1122.939,2526.4792,131.7867,232.5907,277.6616,2904.3393,54.3774,0,0,0,0,47384,79042.3701,,6.971,,,,,
1960Romania,Romania,Rest,1960,9.60325,53.4065,1193.1523,882.1777,0,1012.0563,969.619,3201.0023,122.0918,0,88.1302,0,0,0,0,18406905,23618.99588,,2.34,,,,,
1960Rwanda,Rwanda,Rest,1960,19.24333333,0.0606,0.0606,0,142.024,1514.4191,583.8218,1739.375,12.5382,510.2523,2912.3927,0,0,0,0,2933428,224147.5036,,8.187,,,,,
1960Samoa,Samoa,Rest,1960,26.5225,0.0147,0.0147,0,0,88.1302,232.5907,88.306,4719.2073,166.8073,0,1722.7102,397.0714,0,0,108646,,,7.651,,,,,
1960Saudi Arabia,Saudi Arabia,Top20,1960,26.07408333,2.6747,27.3591,16.8068,1514.4191,2255.4824,131.7867,232.5907,277.6616,2904.3393,54.3774,0,0,0,0,4086539,9321.521196,,7.216,,,,,
1960Senegal,Senegal,Rest,1960,28.01416667,0.8281,0.8281,0,1778.1539,363.2673,24.6844,3101.9241,1012.0563,780.0876,266.5193,0,88.1302,0,0,3206749,,,6.996,,,,,
1960Serbia,Serbia,Rest,1960,10.63483333,16.657,1427.3996,611.1809,0,1012.0563,969.619,3201.0023,122.0918,0,88.1302,0,0,0,0,0,,,,,,,,
1960Seychelles,Seychelles,Rest,1960,26.73066667,,,0,245.7005,16.8068,2195.4138,1576.0632,232.5907,46.324,189.5314,2858.0153,54.3774,0,0,41700,135793.1848,,,,,,,
1960Sierra Leone,Sierra Leone,Rest,1960,26.2695,0.7145,0.7145,0,380.2646,1761.1566,24.6844,3047.5467,1066.4337,780.0876,266.5193,88.1302,0,0,0,2297110,,,6.127,,,,,
1960Singapore,Singapore,Rest,1960,26.92941667,1.396,22.7864,0,1001.2393,257.2751,894.2477,314.2686,1778.1539,0,189.5314,2912.3927,46.324,0,0,1646400,,,5.76,,,,,
1960Slovenia,Slovenia,Rest,1960,10.04558333,4.5525,1398.4883,600.6286,27.3591,1012.0563,969.619,3247.3263,75.7678,0,88.1302,0,0,0,0,1584720,,,2.341,,,,,
1960Solomon Islands,Solomon Islands,Rest,1960,26.66166667,0.011,0.011,0,88.1302,266.5193,780.0876,1012.0563,243.9088,2882.6997,316.9433,1824.4779,0,0,0,117866,,,6.388,,,,,
1960Somalia,Somalia,Rest,1960,26.79625,0.0843,0.0843,27.3591,235.1482,1393.9358,2276.8728,12.5382,367.0449,189.5314,2858.0153,54.3774,0,0,0,2755947,15639.87022,,7.25,,,,,
1960South Africa,South Africa,Top20,1960,17.57158333,97.8581,97.8581,0,0,0,90.4899,1514.4191,1473.43,891.573,3103.1442,243.9088,0,0,0,17396367,551.6773586,,6.041,,,,,
1960Spain,Spain,Rest,1960,13.7815,48.8888,429.1534,1597.493,16.8068,27.3591,4105.927,932.3231,245.1289,21.3904,0,88.1302,0,0,0,30455000,,,2.86,16.06317825,,,,
1960Sri Lanka,Sri Lanka,Rest,1960,27.0385,2.257,122.7403,0,828.8371,920.918,1541.518,854.8186,0,189.5314,0,2904.3393,54.3774,0,0,9896000,4275.559985,,5.541,,,,,
1960Sudan,Sudan,Rest,1960,27.48158333,1.363,1.363,19.4815,1418.6202,802.1632,1671.6606,67.7144,245.1289,3135.6769,54.3774,0,0,0,0,7544491,,,6.691,,,,,
1960Suriname,Suriname,Rest,1960,26.40258333,0.4324,0.4324,46.324,0,2912.3927,1153.6178,1111.5293,19.4815,916.2574,120.4833,1025.2165,88.1302,21.3904,0,289966,87223.08843,,6.608,,,,,
1960Sweden,Sweden,Rest,1960,2.674416667,49.1819,1646.6749,397.0714,918.9321,1090.1023,3103.1442,54.3774,165.5725,0,88.1302,0,0,0,0,7484656,,,2.17,11.18044424,,,,
1960Switzerland,Switzerland,Rest,1960,7.21325,19.5071,1997.2647,16.8068,27.3591,891.573,3948.1176,443.6884,21.3904,0,0,88.1302,0,0,0,5327827,,,2.44,0.869565217,,,,
1960Tajikistan,Tajikistan,Rest,1960,3.9755,3.3998,3.3998,944.7368,1905.2442,1230.6057,0,375.5197,0,2858.0153,100.7014,0,0,0,0,2087038,,,6.547,,,,,
1960Tanzania,Tanzania,Rest,1960,22.31766667,0.8244,0.8244,97.8581,27.3591,246.5579,1868.4898,1739.375,100.6684,232.5907,3047.5467,54.3774,0,0,0,10074507,,,6.806,,,,,
1960Thailand,Thailand,Rest,1960,26.59108333,3.7116,3.7116,921.9613,245.1289,1007.0623,16.8068,1977.7576,97.8581,189.5314,2858.0153,54.3774,46.324,0,0,27397175,726738.6022,,6.147,,,,,
1960Togo,Togo,Rest,1960,26.9455,0.066,0.066,0,1211.1389,954.9667,0,120.4833,4773.5847,33.9286,232.5907,88.1302,0,0,0,1580513,3078071.08,,6.521,,,,,
1960Tonga,Tonga,Rest,1960,23.29258333,0.011,0.011,0,0,88.1302,253.9811,66.9156,3827.6343,1058.3803,97.8581,27.3591,1994.5644,0,0,61601,13898.15342,,7.363,,,,,
1960Trinidad and Tobago,Trinidad and Tobago,Rest,1960,26.55641667,2.5758,2.5758,46.324,2912.3927,189.5314,1778.1539,199.6037,117.3396,916.2574,353.074,792.6258,0,109.5206,0,848479,,,5.264,,,,,
1960Tunisia,Tunisia,Rest,1960,20.64091667,1.7221,381.9867,1614.2998,27.3591,0,1109.9144,3873.9583,299.5063,21.3904,0,88.1302,0,0,0,4176266,101424.167,,6.942,,,,,
1960Turkey,Turkey,Top20,1960,12.58091667,16.8068,16.8068,1421.2949,704.3051,1671.6606,110.3963,443.5125,2904.3393,142.5076,0,0,0,0,0,27472331,,,6.366,62.94849023,,,,
1960Turkmenistan,Turkmenistan,Rest,1960,14.83566667,15.5927,40.2771,139.9648,3065.5964,596.36,253.9811,287.3895,2946.1455,100.7014,0,0,0,0,0,1603258,,,6.59,,,,,
1960Uganda,Uganda,Rest,1960,23.04733333,0.4214,0.4214,2.6747,139.3493,1514.4191,583.8218,1739.375,100.6684,422.1221,2912.3927,0,0,0,0,6788214,4592.975694,,6.999,,,,,
1960Ukraine,Ukraine,Rest,1960,8.558,259.231,1289.709,991.4455,891.573,900.5709,202.0696,3209.8545,100.7014,0,88.1302,0,0,0,0,42662149,3349.805801,,2.24,,,,,
1960United Arab Emirates,United Arab Emirates,Rest,1960,27.78566667,0.011,27.3701,137.2901,1122.939,2526.4792,364.3774,0,277.6616,2904.3393,54.3774,0,0,0,0,92634,,,6.929,,,,,
1960United Kingdom,United Kingdom,Top20,1960,8.91975,583.8218,1868.4898,109.2678,16.8068,1108.4635,3758.5862,345.8303,97.8581,21.3904,0,88.1302,0,0,0,52400000,,,2.69,96.12390809,1.602905988,,,
1960Uruguay,Uruguay,Rest,1960,17.54908333,4.3162,4.3162,46.324,0,0,152.2355,2858.0153,1153.6178,1033.1527,112.8146,120.4833,912.9634,1012.6783,12.5382,2538651,23701.82811,,2.88,,,,,
1960Uzbekistan,Uzbekistan,Rest,1960,12.057,52.7059,77.3903,139.9648,2794.5996,1099.9475,21.3904,287.3895,2946.1455,54.3774,46.324,0,0,0,0,8549493,,,6.255,,,,,
1960Vietnam,Vietnam,Rest,1960,24.14408333,7.4856,7.4856,934.4995,232.5907,1004.3876,19.4815,1122.939,952.6767,189.5314,2858.0153,54.3774,0,46.324,0,34743000,,,6.348,,,,,
1960Zambia,Zambia,Rest,1960,21.40008333,3.9168,3.9168,97.8581,2.6747,150.759,1405.1513,651.5362,1759.7908,245.1289,3047.5467,54.3774,0,0,0,3044846,121847.0365,,7.115,,,,,
1960Zimbabwe,Zimbabwe,Rest,1960,21.17858333,6.4024,104.2605,0,0,27.3591,1531.2259,651.5362,1759.7908,12.5382,3090.606,243.9088,0,0,0,3747369,,,7.158,,,,,
1961Afghanistan,Afghanistan,Rest,1961,14.06491667,0.491,22.6106,151.2059,1678.3474,2152.1933,0,192.6421,190.0297,2849.9508,106.7067,0,0,0,0,9166764,203313.7613,,7.45,,,,,
1961Albania,Albania,Rest,1961,13.31675,2.2827,1467.2965,614.1414,0,1049.7588,653.7455,3385.9244,84.0998,0,90.5118,0,0,0,0,1659800,97340.10569,,6.401,,,,,
1961Algeria,Algeria,Rest,1961,23.39033333,6.0639,6.0639,2036.1215,20.9141,22.1196,1200.4994,3591.5957,72.5472,308.8862,0,90.5118,0,0,0,11404859,,,7.573,,,,,
1961Andorra,Andorra,Rest,1961,12.2615,,1828.8563,224.6142,25.6847,0,4089.7393,760.4522,297.3336,26.0034,0,90.5118,0,0,0,14375,1684.290616,,,,,,,
1961Angola,Angola,Rest,1961,21.93875,0.4507,0.4507,102.1303,0,167.4815,2090.5758,0,1497.0856,2954.9134,531.0089,0,0,0,0,5753024,,,7.524,,,,,
1961Argentina,Argentina,Rest,1961,14.97291667,51.1384,51.1384,48.6103,0,0,160.2267,2849.9508,190.0297,2126.6333,43.0337,156.2952,919.467,848.9488,0,20953077,18944.68703,,3.1,,,,,
1961Armenia,Armenia,Rest,1961,9.482,5.5904,45.059,1170.2524,1919.193,551.6152,297.3336,318.1634,2849.9508,197.2185,0,0,0,0,0,1941491,,,4.67,,,,,
1961Australia,Australia,Top20,1961,21.96425,90.5118,90.5118,0,26.0034,0,979.2406,0,1047.282,17.349,1414.8134,3767.9953,0,0,0,10483000,,,3.54,78.64515569,,,,
1961Austria,Austria,Rest,1961,7.185583333,31.8365,2067.958,17.349,25.6847,1049.7588,741.6449,3298.025,84.0998,0,90.5118,0,0,0,0,7086299,126558.4179,,2.78,30.70642088,,,,
1961Azerbaijan,Azerbaijan,Rest,1961,12.292,20.6266,60.0952,1170.2524,1919.193,551.6152,297.3336,318.1634,2849.9508,197.2185,0,0,0,0,0,4030320,103.5659578,,5.937,,,,,
1961Bahamas,Bahamas,Rest,1961,25.38375,0.5459,0.5459,2908.0472,190.0297,48.6103,1704.4085,331.713,936.816,425.1486,681.907,0,116.5152,0,0,115108,1305.176841,,4.496,,,,,
1961Bahrain,Bahrain,Rest,1961,25.7175,1.7697,27.4544,147.6408,1447.6648,2059.5389,142.5845,282.8828,280.5415,2898.5611,58.0964,0,0,0,0,167894,,,7.129,,,,,
1961Bangladesh,Bangladesh,Rest,1961,25.06975,2.3687,132.6605,551.6152,1268.4887,17.349,1538.1766,690.587,190.0297,0,2849.9508,106.7067,0,0,0,49592802,4919.069386,,6.761,,,,,
1961Barbados,Barbados,Rest,1961,26.809,0.1979,0.1979,48.6103,2908.0472,190.0297,1828.8563,224.6142,105.6954,941.5866,964.7898,14.4508,0,116.5152,0,231678,218.0149126,,4.313,,,,,
1961Belarus,Belarus,Rest,1961,7.032416667,40.1428,1082.3823,1033.3506,923.0321,681.907,487.3633,2952.0811,132.7101,0,90.5118,0,0,0,0,8271216,272724.0872,,2.59,,,,,
1961Belgium,Belgium,Rest,1961,10.43583333,92.7175,2128.839,17.349,25.6847,919.467,3721.8875,506.1706,0,26.0034,0,90.5118,0,0,0,9183948,,,2.63,98.82088714,,,,
1961Belize,Belize,Rest,1961,25.49175,0.0366,0.0366,2908.0472,190.0297,48.6103,0,1828.8563,1126.7322,300.2318,693.881,220.8036,26.0034,0,0,94703,1166.136608,,6.48,,,,,
1961Benin,Benin,Rest,1961,26.94408333,0.1282,0.1282,0,1261.3137,919.9718,48.6103,130.2918,4569.1591,40.4542,282.8828,90.5118,0,0,0,2465867,514.5976774,,6.339,,,,,
1961Bhutan,Bhutan,Rest,1961,12.00925,,681.907,0,1268.4887,224.6142,1919.3681,102.1303,190.0297,2849.9508,58.0964,48.6103,0,0,0,228918,,,6.67,,,,,
1961Bolivia,Bolivia,Rest,1961,21.368,1.0406,49.6509,0,0,58.0964,2849.9508,573.1375,1755.144,20.9141,22.1196,1140.2706,848.9488,26.0034,0,3764813,4716.786155,,6.668,,,,,
1961Botswana,Botswana,Rest,1961,22.15725,,102.1303,0,0,3.5651,575.1857,1679.3065,668.1304,933.9178,3132.8336,248.1261,0,0,0,537249,326355.4254,,6.632,,,,,
1961Brazil,Brazil,Top20,1961,25.14641667,48.6103,48.6103,0,0,0,3010.1775,2018.886,224.6142,25.6847,919.467,220.8036,848.9488,26.0034,0,74351763,,,6.047,,,,,
1961Bulgaria,Bulgaria,Rest,1961,11.14091667,25.9521,1209.9884,895.1189,0,1049.7588,551.6152,3439.4444,132.7101,0,90.5118,0,0,0,0,7943118,949.7142536,,2.29,,,,,
1961Burkina Faso,Burkina Faso,Rest,1961,27.8175,0.0916,0.0916,0,2053.4705,176.4253,0,2980.2426,1719.2083,40.4542,282.8828,90.5118,0,0,0,4894580,2119.151955,,6.316,,,,,
1961Burundi,Burundi,Rest,1961,20.1335,0.0598,0.0598,102.1303,43.0337,1577.9566,588.4567,1545.6959,104.9626,282.8828,3098.0769,0,0,0,0,2839666,30916.52718,,6.999,,,,,
1961Cambodia,Cambodia,Rest,1961,26.9765,0.2858,0.2858,707.9104,297.3336,1035.6635,17.349,1166.6873,971.5645,190.0297,2849.9508,58.0964,48.6103,0,0,5873015,93049.40893,,6.964,,,,,
1961Cameroon,Cameroon,Rest,1961,24.25391667,0.2821,0.2821,0,528.4697,1652.8158,178.9021,919.467,3591.5957,381.4334,90.5118,0,0,0,0,5285231,38395.2925,,5.705,,,,,
1961Canada,Canada,Top20,1961,-5.068166667,190.0297,190.0297,2849.9508,58.0964,588.4567,2367.1318,914.9081,25.6847,130.2918,116.5152,102.1303,0,0,0,18271000,,,3.753,9.089726354,,,,
1961Cape Verde,Cape Verde,Rest,1961,24.29283333,0.022,0.022,0,1042.4923,1059.5885,2977.7658,248.1261,1049.7588,551.6152,297.3336,26.0034,90.5118,0,0,205956,13443.82577,,6.922,,,,,
1961Central African Republic,Central African Republic,Rest,1961,25.11175,0.0879,0.0879,3.5651,547.0242,1760.988,0,1519.6925,40.4542,3413.3751,58.0964,0,0,0,0,1529227,3771.469349,,5.867,,,,,
1961Chad,Chad,Rest,1961,26.23658333,0.0513,0.0513,145.3619,1933.7933,232.4221,0,1519.6925,3080.4347,340.9792,90.5118,0,0,0,0,3060355,,,6.268,,,,,
1961Chile,Chile,Rest,1961,9.495333333,12.2011,12.2011,48.6103,0,0,58.0964,2952.0811,190.0297,1919.3681,228.1793,48.123,1332.6416,14.4508,551.6152,7890156,,,5.054,,,,,
1961China,China,Top20,1961,7.050583333,551.6152,551.6152,1347.0924,48.123,20.9141,2126.6333,190.0297,102.1303,2908.0472,0,0,48.6103,0,0,660330000,,,5.919,,,,,
1961Colombia,Colombia,Rest,1961,25.05,17.895,17.895,0,2956.6575,190.0297,0,1828.8563,309.3955,940.3811,305.0024,696.3578,90.5118,26.0034,0,16982315,,,6.801,,,,,
1961Comoros,Comoros,Rest,1961,26.212,0.011,0.011,102.1303,3.5651,169.7604,1473.6682,1230.5837,1265.4109,0,190.0297,2849.9508,58.0964,0,0,194139,102674.5926,,6.849,,,,,
1961Congo Dem Republic,Congo Dem Republic,Rest,1961,23.7915,2.3596,2.3596,102.1303,3.5651,1487.1334,718.7485,600.2255,945.4704,3427.8259,58.0964,0,0,0,0,15637733,,,6.015,,,,,
1961Costa Rica,Costa Rica,Rest,1961,25.80933333,0.491,0.491,58.0964,2898.5611,190.0297,0,1704.4085,331.713,1038.9463,323.0183,642.127,130.2918,26.0034,0,1381917,,,6.405,,,,,
1961Croatia,Croatia,Rest,1961,12.19166667,5.8634,1453.5282,605.8057,25.6847,1049.7588,741.6449,3298.025,84.0998,0,90.5118,0,0,0,0,4171672,4107.269019,,2.253,,,,,
1961Cuba,Cuba,Rest,1961,25.70783333,12.1755,12.1755,2908.0472,190.0297,48.6103,1704.4085,331.713,936.816,410.6978,566.066,130.2918,116.5152,0,0,7289826,10359.67188,,4.36,,,,,
1961Cyprus,Cyprus,Rest,1961,19.09475,0.8647,18.2137,1473.3495,718.7485,1471.0822,102.1303,513.3667,2898.5611,148.6082,0,0,0,0,0,576395,17788.02837,,3.471,,,,,
1961Czech Republic,Czech Republic,Rest,1961,8.53775,111.4452,2147.5667,17.349,25.6847,1049.7588,741.6449,3249.4147,132.7101,0,90.5118,0,0,0,0,9586651,,,2.11,,,,,
1961Denmark,Denmark,Rest,1961,-18.43066667,31.7083,1943.382,141.7968,25.6847,1109.4967,3531.8578,355.43,176.744,0,90.5118,0,0,0,0,4611687,,,2.55,99.51091046,,,,
1961Djibouti,Djibouti,Rest,1961,28.8695,0.044,3.6091,39.4686,254.7396,2013.804,1497.0856,14.4508,422.0049,190.0297,2849.9508,58.0964,0,0,0,88498,,,6.493,,,,,
1961Dominica,Dominica,Rest,1961,26.34991667,0.011,0.011,0,2956.6575,190.0297,2036.1215,17.349,105.6954,941.5866,979.2406,0,0,116.5152,0,61032,,,,,,,,
1961Dominican Republic,Dominican Republic,Rest,1961,25.74941667,1.0332,1.0332,2849.9508,106.7067,190.0297,1828.8563,207.2652,936.816,127.815,848.9488,130.2918,90.5118,26.0034,0,3406299,,,7.487,,,,,
1961Ecuador,Ecuador,Rest,1961,21.86441667,1.6451,1.6451,48.6103,2908.0472,0,190.0297,869.4342,1268.8176,17.349,945.1517,387.8454,681.907,26.0034,0,4676859,722.4985812,,6.7,,,,,
1961Egypt,Egypt,Rest,1961,22.23375,17.0706,37.9847,1188.8069,869.4342,232.4221,1471.0822,40.4542,3371.4736,148.6082,0,0,0,0,0,27744712,58128.94669,,6.696,,,,,
1961El Salvador,El Salvador,Rest,1961,25.12608333,0.5826,0.5826,2908.0472,0,238.64,0,1704.4085,331.713,1321.8291,591.7507,220.8036,26.0034,0,0,2843240,641664.129,,6.679,,,,,
1961Equatorial Guinea,Equatorial Guinea,Rest,1961,24.891,0.022,0.022,0,230.1432,1951.1423,178.9021,0,1471.0822,3138.5311,373.3946,0,0,0,0,258947,2507.788728,,5.661,,,,,
1961Eritrea,Eritrea,Rest,1961,26.54416667,,3.5651,39.4686,1296.9791,971.5645,1471.0822,40.4542,422.0049,3039.9805,58.0964,0,0,0,0,1432640,,,6.868,,,,,
1961Estonia,Estonia,Rest,1961,6.580916667,12.135,1054.3745,1011.231,945.1517,681.907,487.3633,2849.9508,234.8404,0,90.5118,0,0,0,0,1225077,,,1.98,,,,,
1961Ethiopia,Ethiopia,Rest,1961,22.89566667,0.3408,0.3408,25.6847,374.2189,1911.6737,1471.0822,40.4542,422.0049,190.0297,2849.9508,58.0964,0,0,0,22671190,,,6.877,,,,,
1961Fiji,Fiji,Rest,1961,25.35516667,0.1649,0.1649,0,90.5118,0,323.337,0,4569.1591,130.2918,172.8602,816.636,1240.3996,0,0,407156,7246.940591,,6.281,,,,,
1961Finland,Finland,Rest,1961,3.028416667,14.9235,1057.163,1011.231,945.1517,871.9367,3147.2844,58.0964,176.744,0,90.5118,0,0,0,0,4461005,62786.31986,,2.72,23.37153773,,,,
1961France,France,Top20,1961,13.70183333,280.9775,2036.1215,17.349,25.6847,919.467,3721.8875,223.2878,282.8828,26.0034,0,90.5118,0,0,0,47444751,,,2.87,51.19297982,0.339241901,,,
1961Gabon,Gabon,Rest,1961,24.19641667,0.1649,0.1649,0,230.1432,1951.1423,178.9021,0,1471.0822,3138.5311,373.3946,0,0,0,0,504167,6419.694571,,4.462,,,,,
1961Gambia,Gambia,Rest,1961,27.58533333,0.022,0.022,0,1828.8563,378.9199,22.1196,3098.0769,1049.7588,551.6152,323.337,0,90.5118,0,0,376737,,,5.621,,,,,
1961Georgia,Georgia,Rest,1961,8.890166667,9.929,49.3976,1170.2524,1919.193,551.6152,297.3336,318.1634,2849.9508,197.2185,0,0,0,0,0,3703600,999.2845905,,2.943,,,,,
1961Germany,Germany,Top20,1961,9.124166667,834.9743,2036.1215,17.349,25.6847,919.467,3721.8875,506.1706,26.0034,0,90.5118,0,0,0,0,73377632,,,2.45,90.54418807,0.018997111,,,
1961Ghana,Ghana,Rest,1961,26.68308333,1.3447,1.3447,0,405.4253,1824.4705,0,130.2918,4569.1591,40.4542,282.8828,90.5118,0,0,0,6866539,2275.788082,,6.789,,,,,
1961Greece,Greece,Rest,1961,15.34833333,9.8159,358.8779,1730.0932,0,1049.7588,653.7455,3385.9244,84.0998,0,90.5118,0,0,0,0,8398050,,,2.13,78.11676083,,,,
1961Grenada,Grenada,Rest,1961,27.15708333,0.0183,0.0183,48.6103,2908.0472,190.0297,1828.8563,207.2652,123.0444,941.5866,964.7898,14.4508,0,116.5152,0,91260,2052.573568,,6.627,,,,,
1961Guatemala,Guatemala,Rest,1961,23.43991667,1.407,59.5034,2849.9508,190.0297,48.6103,0,1704.4085,331.713,1219.6988,693.881,220.8036,26.0034,0,0,4336143,141837.05,,6.859,,,,,
1961Guinea,Guinea,Rest,1961,25.4315,0.6156,0.6156,0,405.4253,1802.3509,22.1196,3170.2723,977.5634,551.6152,323.337,90.5118,0,0,0,3633652,64058.31479,,6.127,,,,,
1961Guyana,Guyana,Rest,1961,26.18016667,0.7365,0.7365,48.6103,0,2908.0472,1059.4639,1268.8176,20.9141,941.5866,0,979.2406,90.5118,26.0034,0,589274,60724.057,,6.305,,,,,
1961Haiti,Haiti,Rest,1961,26.53008333,0.2968,0.2968,2908.0472,48.6103,190.0297,1704.4085,331.713,936.816,127.815,848.9488,130.2918,90.5118,26.0034,0,3943364,,,6.318,,,,,
1961Honduras,Honduras,Rest,1961,24.97208333,0.7365,0.7365,2908.0472,0,238.64,0,1828.8563,207.2652,1321.8291,591.7507,220.8036,26.0034,0,0,2096407,,,7.448,,,,,
1961Hungary,Hungary,Rest,1961,10.62516667,48.94,1513.9538,588.4567,25.6847,1049.7588,741.6449,3249.4147,132.7101,0,90.5118,0,0,0,0,10029321,18339.68489,,1.94,,,,,
1961Iceland,Iceland,Rest,1961,2.003833333,1.0919,589.5486,1323.217,331.8265,3795.1025,609.7116,476.2357,102.1303,26.0034,0,90.5118,0,0,0,179029,590330.5319,,3.88,3.980099502,,,,
1961India,India,Top20,1961,23.81525,130.2918,130.2918,573.7348,46.9175,1424.0658,1919.3681,102.1303,0,190.0297,2849.9508,106.7067,0,0,0,458494963,4715.565889,,5.902,,,,,
1961Indonesia,Indonesia,Top20,1961,25.77166667,26.0034,26.0034,0,1069.7524,0,945.1517,17.349,1268.8176,869.4342,190.0297,2908.0472,0,48.6103,0,90138235,,,5.656,,,,,
1961Iran,Iran,Top20,1961,17.73933333,22.1196,25.6847,147.6408,1999.28,1507.9237,425.4673,0,280.5415,2898.5611,58.0964,0,0,0,0,22480418,892105.4308,,6.924,,,,,
1961Iraq,Iraq,Rest,1961,21.93933333,8.713,51.7467,331.713,1834.7003,1471.0822,116.5811,308.8862,3039.9805,197.2185,0,0,0,0,0,7475352,,,6.364,,,,,
1961Ireland,Ireland,Rest,1961,9.811083333,12.355,1716.7635,331.713,17.349,1135.1814,2980.2426,955.6555,102.1303,26.0034,0,90.5118,0,0,0,2824400,,,3.78,69.91439054,,,,
1961Israel,Israel,Rest,1961,19.61683333,7.0642,27.9783,1188.8069,999.726,1471.0822,102.1303,513.3667,2898.5611,148.6082,0,0,0,0,0,2185000,4025.007635,,3.858,,,,,
1961Italy,Italy,Top20,1961,13.57058333,124.4478,1447.6648,605.8057,25.6847,919.467,871.9367,3015.1422,366.9826,0,90.5118,0,0,0,0,50536350,,,2.42,26.97836359,,,,
1961Ivory Coast,Ivory Coast,Rest,1961,26.06758333,0.5533,0.5533,0,405.4253,1802.3509,22.1196,2980.2426,1719.2083,0,323.337,90.5118,0,0,0,3694205,,,7.72,,,,,
